"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"12","tt0044072","Thu Oct 18 08:48:35 2012","Thu Oct 18 08:48:35 2012","","The Steel Helmet","Feature Film","Samuel Fuller","7.5","85","1951","action, drama, war","1625","1951-01-10","http://www.imdb.com/title/tt0044072/"
"13","tt0043265","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The African Queen","Feature Film","John Huston","8.0","105","1951","adventure, romance, war","42442","1951-12-23","http://www.imdb.com/title/tt0043265/"
"14","tt0046359","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Stalag 17","Feature Film","Billy Wilder","8.1","120","1953","comedy, drama, thriller, war","28374","1953-05-29","http://www.imdb.com/title/tt0046359/"
"15","tt0045793","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","From Here to Eternity","Feature Film","Fred Zinnemann","7.8","118","1953","drama, romance, war","21591","1953-08-05","http://www.imdb.com/title/tt0045793/"
"16","tt0046816","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","The Caine Mutiny","Feature Film","Edward Dmytryk","7.9","124","1954","drama, romance, war","13844","1954-06-24","http://www.imdb.com/title/tt0046816/"
"17","tt0050490","Wed Aug 15 08:42:12 2012","Wed Aug 15 08:42:12 2012","","Heaven Knows, Mr. Allison","Feature Film","John Huston","7.4","108","1957","action, adventure, drama, war","3780","1957-03-13","http://www.imdb.com/title/tt0050490/"
"18","tt0050212","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Bridge on the River Kwai","Feature Film","David Lean","8.4","161","1957","adventure, drama, history, war","86268","1957-10-02","http://www.imdb.com/title/tt0050212/"
"19","tt0050825","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Paths of Glory","Feature Film","Stanley Kubrick","8.5","88","1957","drama, war","65890","1957-09-18","http://www.imdb.com/title/tt0050825/"
"20","tt0051790","Fri Aug 31 09:17:28 2012","Fri Aug 31 09:17:28 2012","","Ivan the Terrible, Part II","Feature Film","Sergei M. Eisenstein","7.8","88","1958","biography, history","3466","1958","http://www.imdb.com/title/tt0051790/"
"21","tt0051808","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","The Hidden Fortress","Feature Film","Akira Kurosawa","8.0","139","1958","action, adventure, drama","15761","1958-12-28","http://www.imdb.com/title/tt0051808/"
"22","tt0052618","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Ben-Hur","Feature Film","William Wyler","8.2","212","1959","action, adventure, drama, history, romance","88246","1959-11-18","http://www.imdb.com/title/tt0052618/"
"23","tt0054331","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Spartacus","Feature Film","Stanley Kubrick","8.0","","1960","action, adventure, biography, drama, history","66974","1960-10-06","http://www.imdb.com/title/tt0054331/"
"24","tt0054953","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","The Guns of Navarone","Feature Film","J. Lee Thompson","7.6","158","1961","action, adventure, drama, war","22580","1961-04-27","http://www.imdb.com/title/tt0054953/"
"25","tt0056111","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Ivan's Childhood","Feature Film","Andrey Tarkovskiy","8.1","95","1962","drama, war","9418","1962-04-06","http://www.imdb.com/title/tt0056111/"
"26","tt0056218","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Manchurian Candidate","Feature Film","John Frankenheimer","8.1","126","1962","drama, mystery, romance, thriller, war","46616","1962-10-24","http://www.imdb.com/title/tt0056218/"
"27","tt0056172","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Lawrence of Arabia","Feature Film","David Lean","8.5","216","1962","adventure, biography, drama, history, war","109980","1962-12-10","http://www.imdb.com/title/tt0056172/"
"28","tt0056197","Mon Jun 11 02:22:48 2012","Mon Jun 11 02:22:48 2012","","The Longest Day","Feature Film","Ken Annakin, Andrew Marton","7.8","178","1962","action, drama, history, war","26890","1962-09-25","http://www.imdb.com/title/tt0056197/"
"29","tt0057115","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Great Escape","Feature Film","John Sturges","8.3","172","1963","adventure, drama, history, war","92422","1963-06-20","http://www.imdb.com/title/tt0057115/"
"30","tt0058777","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Zulu","Feature Film","Cy Endfield","7.8","138","1964","action, drama, history, war","18584","1964-01-22","http://www.imdb.com/title/tt0058777/"
"31","tt0058083","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Fail-Safe","Feature Film","Sidney Lumet","8.0","112","1964","adventure, drama, thriller, war","10412","1964-09-15","http://www.imdb.com/title/tt0058083/"
"32","tt0059274","Fri Jun 22 10:05:26 2012","Fri Jun 22 10:05:26 2012","","The Hill","Feature Film","Sidney Lumet","7.8","123","1965","drama, war","6007","1965-05","http://www.imdb.com/title/tt0059274/"
"33","tt0058946","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Battle of Algiers","Feature Film","Gillo Pontecorvo","8.2","121","1966","crime, drama, history, war","21297","1966-09-03","http://www.imdb.com/title/tt0058946/"
"34","tt0061578","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","The Dirty Dozen","Feature Film","Robert Aldrich","7.8","150","1967","action, drama, war","32645","1967-06-15","http://www.imdb.com/title/tt0061578/"
"35","tt0063227","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Lion in Winter","Feature Film","Anthony Harvey","8.1","134","1968","drama, history, romance, war","16435","1968-10-30","http://www.imdb.com/title/tt0063227/"
"36","tt0063056","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Hell in the Pacific","Feature Film","John Boorman","7.3","103","1968","drama, war","3991","1968-12-18","http://www.imdb.com/title/tt0063056/"
"37","tt0065938","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Kelly's Heroes","Feature Film","Brian G. Hutton","7.5","144","1970","action, adventure, comedy, war","21382","1970-06-23","http://www.imdb.com/title/tt0065938/"
"38","tt0066473","Fri Jun 22 10:06:03 2012","Fri Jun 22 10:06:03 2012","","Tora! Tora! Tora!","Feature Film","Richard Fleischer, Kinji Fukasaku","7.4","144","1970","action, adventure, drama, history, war","16086","1970-09-23","http://www.imdb.com/title/tt0066473/"
"39","tt0066206","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Patton","Feature Film","Franklin J. Schaffner","8.0","172","1970","biography, drama, history, war","53852","1970-02-04","http://www.imdb.com/title/tt0066206/"
"40","tt0066078","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Michael the Brave","Feature Film","Sergiu Nicolaescu","7.8","","1971","action, drama, war","4493","1971-07-23","http://www.imdb.com/title/tt0066078/"
"41","tt0073341","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Man Who Would Be King","Feature Film","John Huston","7.9","129","1975","adventure","25288","1975-12-17","http://www.imdb.com/title/tt0073341/"
"42","tt0072684","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Barry Lyndon","Feature Film","Stanley Kubrick","8.1","184","1975","adventure, drama, romance, war","58030","1975-12-18","http://www.imdb.com/title/tt0072684/"
"43","tt0075968","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","The Duellists","Feature Film","Ridley Scott","7.4","100","1977","drama","9249","1977-08-31","http://www.imdb.com/title/tt0075968/"
"44","tt0074695","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Cross of Iron","Feature Film","Sam Peckinpah","7.5","132","1977","action, drama, war","13753","1977-01-28","http://www.imdb.com/title/tt0074695/"
"45","tt0075784","Wed Aug 15 08:41:50 2012","Wed Aug 15 08:41:50 2012","","A Bridge Too Far","Feature Film","Richard Attenborough","7.3","175","1977","drama, history, war","25366","1977-06-15","http://www.imdb.com/title/tt0075784/"
"46","tt0077416","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Deer Hunter","Feature Film","Michael Cimino","8.2","182","1978","drama, war","134755","1978-12-08","http://www.imdb.com/title/tt0077416/"
"47","tt0078788","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Apocalypse Now","Feature Film","Francis Coppola","8.6","153","1979","drama, war","256330","1979-05-10","http://www.imdb.com/title/tt0078788/"
"48","tt0080437","Thu Sep 27 09:35:45 2012","Thu Sep 27 09:35:45 2012","","The Big Red One","Feature Film","Samuel Fuller","7.3","113","1980","action, drama, war","9870","1980-05-28","http://www.imdb.com/title/tt0080437/"
"49","tt0082432","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Gallipoli","Feature Film","Peter Weir","7.6","110","1981","adventure, drama, history, war","19638","1981-08-13","http://www.imdb.com/title/tt0082432/"
"50","tt0082096","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Das Boot","Feature Film","Wolfgang Petersen","8.5","149","1981","action, adventure, drama, history, war","99727","1981-09-17","http://www.imdb.com/title/tt0082096/"
"51","tt0083944","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","First Blood","Feature Film","Ted Kotcheff","7.6","93","1982","action, adventure, drama, thriller","101005","1982-10-22","http://www.imdb.com/title/tt0083944/"
"52","tt0087553","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Killing Fields","Feature Film","Roland Joffé","7.9","141","1984","biography, drama, history, war","29234","1984-11-02","http://www.imdb.com/title/tt0087553/"
"53","tt0091251","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Come and See","Feature Film","E. Klimov","8.2","136","1985","drama, history, war","14969","1985-07","http://www.imdb.com/title/tt0091251/"
"54","tt0089881","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Ran","Feature Film","Akira Kurosawa","8.3","162","1985","action, drama, war","47325","1985-06-01","http://www.imdb.com/title/tt0089881/"
"55","tt0091763","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Platoon","Feature Film","Oliver Stone","8.2","120","1986","action, drama, war","168241","1986-12-19","http://www.imdb.com/title/tt0091763/"
"56","tt0092965","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Empire of the Sun","Feature Film","Steven Spielberg","7.7","152","1987","biography, drama, history, war","53257","1987-12-11","http://www.imdb.com/title/tt0092965/"
"57","tt0093058","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Full Metal Jacket","Feature Film","Stanley Kubrick","8.4","116","1987","drama, war","248407","1987-06-17","http://www.imdb.com/title/tt0093058/"
"58","tt0093105","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Good Morning, Vietnam","Feature Film","Barry Levinson","7.2","121","1987","comedy, drama, war","49684","1987-12-23","http://www.imdb.com/title/tt0093105/"
"59","tt0096969","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Born on the Fourth of July","Feature Film","Oliver Stone","7.1","145","1989","biography, drama, war","47408","1989-12-20","http://www.imdb.com/title/tt0096969/"
"60","tt0097441","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Glory","Feature Film","Edward Zwick","7.9","122","1989","drama, history, war","72780","1989-12-15","http://www.imdb.com/title/tt0097441/"
"61","tt0097499","Wed Aug 15 08:41:40 2012","Wed Aug 15 08:41:40 2012","","Henry V","Feature Film","Kenneth Branagh","7.7","137","1989","action, biography, drama, history, romance, war","17175","1989-10-06","http://www.imdb.com/title/tt0097499/"
"62","tt0100133","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Memphis Belle","Feature Film","Michael Caton-Jones","6.8","107","1990","action, drama, war","14150","1990-09-07","http://www.imdb.com/title/tt0100133/"
"63","tt0099810","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","The Hunt for Red October","Feature Film","John McTiernan","7.6","134","1990","action, adventure, thriller","87203","1990-03-02","http://www.imdb.com/title/tt0099810/"
"64","tt0104691","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Last of the Mohicans","Feature Film","Michael Mann","7.8","112","1992","action, adventure, romance, war","67126","1992-08-26","http://www.imdb.com/title/tt0104691/"
"65","tt0107007","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Gettysburg","Feature Film","Ronald F. Maxwell","7.6","271","1993","drama, history, war","15468","1993-10-08","http://www.imdb.com/title/tt0107007/"
"66","tt0108052","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Schindler's List","Feature Film","Steven Spielberg","8.9","195","1993","biography, drama, history, war","440896","1993-11-30","http://www.imdb.com/title/tt0108052/"
"67","tt0112740","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Crimson Tide","Feature Film","Tony Scott","7.2","116","1995","action, drama, thriller","50214","1995-05-12","http://www.imdb.com/title/tt0112740/"
"68","tt0114287","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Rob Roy","Feature Film","Michael Caton-Jones","6.8","139","1995","action, biography, drama, history, romance, war","23454","1995-04-07","http://www.imdb.com/title/tt0114287/"
"69","tt0112573","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Braveheart","Feature Film","Mel Gibson","8.4","177","1995","action, biography, drama, history, war","390381","1995-05-18","http://www.imdb.com/title/tt0112573/"
"70","tt0120815","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Saving Private Ryan","Feature Film","Steven Spielberg","8.6","169","1998","action, drama, war","439712","1998-07-24","http://www.imdb.com/title/tt0120815/"
"71","tt0120863","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Thin Red Line","Feature Film","Terrence Malick","7.6","170","1998","drama, war","91021","1998-12-23","http://www.imdb.com/title/tt0120863/"
"72","tt0120188","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Three Kings","Feature Film","David O. Russell","7.2","114","1999","action, adventure, comedy, drama, war","93778","1999-09-27","http://www.imdb.com/title/tt0120188/"
"73","tt0172495","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Gladiator","Feature Film","Ridley Scott","8.5","155","2000","action, adventure, drama","478678","2000-05-01","http://www.imdb.com/title/tt0172495/"
"74","tt0187393","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Patriot","Feature Film","Roland Emmerich","6.9","165","2000","action, drama, war","125599","2000-06-27","http://www.imdb.com/title/tt0187393/"
"75","tt0215750","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Enemy at the Gates","Feature Film","Jean-Jacques Annaud","7.5","131","2001","drama, history, thriller, war","105046","2001-02-07","http://www.imdb.com/title/tt0215750/"
"76","tt0265086","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Black Hawk Down","Feature Film","Ridley Scott","7.7","144","2001","drama, history, war","168899","2001-12-18","http://www.imdb.com/title/tt0265086/"
"77","tt0253474","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Pianist","Feature Film","Roman Polanski","8.5","150","2002","biography, drama, war","232548","2002-05-24","http://www.imdb.com/title/tt0253474/"
"78","tt0325710","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Last Samurai","Feature Film","Edward Zwick","7.7","154","2003","action, adventure, drama, history, war","183696","2003-11-22","http://www.imdb.com/title/tt0325710/"
"79","tt0311113","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Master and Commander: The Far Side of the World","Feature Film","Peter Weir","7.4","138","2003","action, adventure, drama, war","106679","2003-11-14","http://www.imdb.com/title/tt0311113/"
"80","tt0386064","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","Tae Guk Gi: The Brotherhood of War","Feature Film","Je-gyu Kang","8.1","140","2004","action, drama, war","22439","2004-02-03","http://www.imdb.com/title/tt0386064/"
"81","tt0363163","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Downfall","Feature Film","Oliver Hirschbiegel","8.3","156","2004","biography, drama, history, war","136430","2004-09-08","http://www.imdb.com/title/tt0363163/"
"82","tt0320661","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Kingdom of Heaven","Feature Film","Ridley Scott","7.1","144","2005","action, adventure, drama, history, war","130078","2005-05-02","http://www.imdb.com/title/tt0320661/"
"83","tt0424205","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Joyeux Noel","Feature Film","Christian Carion","7.7","116","2005","drama, history, music, romance, war","13220","2005-05-16","http://www.imdb.com/title/tt0424205/"
"84","tt0472043","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Apocalypto","Feature Film","Mel Gibson","7.8","139","2006","action, adventure, drama","146281","2006-12-08","http://www.imdb.com/title/tt0472043/"
"85","tt0416449","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","300","Feature Film","Zack Snyder","7.8","117","2006","action, fantasy, history, war","356080","2006-12-09","http://www.imdb.com/title/tt0416449/"
"86","tt0462504","Sat Jul 14 03:21:13 2012","Sat Jul 14 03:21:13 2012","","Rescue Dawn","Feature Film","Werner Herzog","7.4","126","2006","adventure, biography, drama, war","55491","2006-09-09","http://www.imdb.com/title/tt0462504/"
"87","tt0498380","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Letters from Iwo Jima","Feature Film","Clint Eastwood","8.0","141","2006","drama, history, war","90838","2006-11-15","http://www.imdb.com/title/tt0498380/"
"88","tt0416044","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Mongol: The Rise of Genghis Khan","Feature Film","Sergey Bodrov","7.3","126","2007","biography, drama","25003","2007-08-10","http://www.imdb.com/title/tt0416044/"
"89","tt1034303","Fri Jun 22 10:04:22 2012","Fri Jun 22 10:04:22 2012","","Defiance","Feature Film","Edward Zwick","7.1","137","2008","action, drama, history, thriller, war","68170","2008-12-31","http://www.imdb.com/title/tt1034303/"
"90","tt0887912","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Hurt Locker","Feature Film","Kathryn Bigelow","7.7","131","2008","drama, thriller, war","170512","2008-09-04","http://www.imdb.com/title/tt0887912/"
"91","tt0985699","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Valkyrie","Feature Film","Bryan Singer","7.1","121","2008","drama, history, thriller, war","102135","2008-12-25","http://www.imdb.com/title/tt0985699/"
"92","tt1234548","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","The Men Who Stare at Goats","Feature Film","Grant Heslov","6.3","94","2009","comedy, war","68849","2009-09-08","http://www.imdb.com/title/tt1234548/"
"93","tt0361748","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Inglourious Basterds","Feature Film","Quentin Tarantino","8.3","153","2009","adventure, drama, war","376448","2009-05-20","http://www.imdb.com/title/tt0361748/"
"94","tt0955308","Mon Jun 11 02:13:02 2012","Mon Jun 11 02:13:02 2012","","Robin Hood","Feature Film","Ridley Scott","6.7","140","2010","action, adventure, drama","120221","2010-05-12","http://www.imdb.com/title/tt0955308/"
"95","tt1568911","Mon Jun 11 02:13:03 2012","Mon Jun 11 02:13:03 2012","","War Horse","Feature Film","Steven Spielberg","7.2","146","2011","drama, war","56754","2011-12-04","http://www.imdb.com/title/tt1568911/"
