"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"22","tt0175880","Fri Jan 14 11:12:54 2011","Fri Jan 14 11:12:54 2011","","Magnolia","Feature Film","Paul Thomas Anderson","8.0","188","1999","drama","168222","1999-12-08","http://www.imdb.com/title/tt0175880/"
"23","tt0166924","Fri Jan 14 11:13:03 2011","Fri Jan 14 11:13:03 2011","","Mulholland Dr.","Feature Film","David Lynch","8.0","147","2001","drama, mystery, thriller","149867","2001-05-16","http://www.imdb.com/title/tt0166924/"
"24","tt0133093","Fri Jan 14 11:13:10 2011","Fri Jan 14 11:13:10 2011","","The Matrix","Feature Film","The Wachowski Brothers, The Wachowski Brothers","8.7","136","1999","action, adventure, sci_fi","620977","1999-03-31","http://www.imdb.com/title/tt0133093/"
"25","tt0209144","Fri Jan 14 11:13:16 2011","Fri Jan 14 11:13:16 2011","","Memento","Feature Film","Christopher Nolan","8.6","113","2000","mystery, thriller","453088","2000-09-05","http://www.imdb.com/title/tt0209144/"
"26","tt0060827","Fri Jan 14 11:13:24 2011","Fri Jan 14 11:13:24 2011","","Persona","Feature Film","Ingmar Bergman","8.2","85","1966","drama","28908","1966-10-18","http://www.imdb.com/title/tt0060827/"
"27","tt0110912","Fri Jan 14 11:13:32 2011","Fri Jan 14 11:13:32 2011","","Pulp Fiction","Feature Film","Quentin Tarantino","9.0","154","1994","crime, thriller","662804","1994-05","http://www.imdb.com/title/tt0110912/"
"28","tt0180093","Fri Jan 14 11:13:42 2011","Fri Jan 14 11:13:42 2011","","Requiem for a Dream","Feature Film","Darren Aronofsky","8.4","102","2000","drama","307442","2000-05-14","http://www.imdb.com/title/tt0180093/"
"29","tt1049413","Fri Jan 14 11:13:50 2011","Fri Jan 14 11:13:50 2011","","Up","Feature Film","Pete Docter, Bob Peterson","8.3","96","2009","animation, adventure, comedy, drama, family, fantasy","276696","2009-05-13","http://www.imdb.com/title/tt1049413/"
"30","tt0212712","Fri Jan 14 11:13:57 2011","Fri Jan 14 11:13:57 2011","","2046","Feature Film","Kar Wai Wong","7.4","129","2004","drama, fantasy, romance, sci_fi","28140","2004-05-20","http://www.imdb.com/title/tt0212712/"
"31","tt1032846","Fri Jan 14 11:14:12 2011","Fri Jan 14 11:14:12 2011","","4 Months, 3 Weeks and 2 Days","Feature Film","Cristian Mungiu","7.9","113","2007","drama","30007","2007-05-17","http://www.imdb.com/title/tt1032846/"
"32","tt0257360","Fri Jan 14 11:14:31 2011","Fri Jan 14 11:14:31 2011","","About Schmidt","Feature Film","Alexander Payne","7.2","125","2002","comedy, drama","75932","2002-05-22","http://www.imdb.com/title/tt0257360/"
"33","tt1077262","Fri Jan 14 11:14:46 2011","Fri Jan 14 11:14:46 2011","","Ajami","Feature Film","Scandar Copti, Yaron Shani","7.1","124","2009","crime, drama","3215","2009-05-22","http://www.imdb.com/title/tt1077262/"
"34","tt0086879","Fri Jan 14 11:14:55 2011","Fri Jan 14 11:14:55 2011","","Amadeus","Feature Film","Milos Forman","8.4","160","1984","biography, drama, music","149773","1984-09-06","http://www.imdb.com/title/tt0086879/"
"35","tt0211915","Fri Jan 14 11:15:04 2011","Fri Jan 14 11:15:04 2011","","Amélie","Feature Film","Jean-Pierre Jeunet","8.5","122","2001","comedy, romance","288961","2001-04-25","http://www.imdb.com/title/tt0211915/"
"36","tt0120586","Fri Jan 14 11:15:12 2011","Fri Jan 14 11:15:12 2011","","American History X","Feature Film","Tony Kaye","8.6","119","1998","crime, drama","391864","1998-10-30","http://www.imdb.com/title/tt0120586/"
"37","tt0870984","Fri Jan 14 11:15:20 2011","Fri Jan 14 11:15:20 2011","","Antichrist","Feature Film","Lars von Trier","6.6","108","2009","drama, horror","45575","2009-05-18","http://www.imdb.com/title/tt0870984/"
"38","tt0499549","Fri Jan 14 11:15:27 2011","Fri Jan 14 11:15:27 2011","","Avatar","Feature Film","James Cameron","8.0","162","2009","action, adventure, fantasy, sci_fi","498039","2009-12-10","http://www.imdb.com/title/tt0499549/"
"39","tt0338751","Fri Jan 14 11:15:36 2011","Fri Jan 14 11:15:36 2011","","The Aviator","Feature Film","Martin Scorsese","7.5","170","2004","biography, drama","147104","2004-12-14","http://www.imdb.com/title/tt0338751/"
"40","tt0051980","Fri Jan 14 11:15:48 2011","Fri Jan 14 11:15:48 2011","","Ballad of Narayama","Feature Film","Keisuke Kinoshita","7.6","98","1958","drama","461","1958-06-01","http://www.imdb.com/title/tt0051980/"
"41","tt0058946","Fri Jan 14 11:15:58 2011","Fri Jan 14 11:15:58 2011","","The Battle of Algiers","Feature Film","Gillo Pontecorvo","8.2","121","1966","crime, drama, history, war","21297","1966-09-03","http://www.imdb.com/title/tt0058946/"
"42","tt0442933","Fri Jan 14 11:16:05 2011","Fri Jan 14 11:16:05 2011","","Beowulf","Feature Film","Robert Zemeckis","6.4","115","2007","animation, action, adventure, fantasy","96148","2007-11-05","http://www.imdb.com/title/tt0442933/"
"43","tt0112573","Fri Jan 14 11:16:14 2011","Fri Jan 14 11:16:14 2011","","Braveheart","Feature Film","Mel Gibson","8.4","177","1995","action, biography, drama, history, war","390381","1995-05-18","http://www.imdb.com/title/tt0112573/"
"44","tt1285016","Fri Jan 14 15:45:59 2011","Fri Jan 14 15:45:59 2011","","The Social Network","Feature Film","David Fincher","7.9","120","2010","biography, drama","243202","2010-09-24","http://www.imdb.com/title/tt1285016/"
"45","tt0112641","Fri Jan 14 11:16:22 2011","Fri Jan 14 11:16:22 2011","","Casino","Feature Film","Martin Scorsese","8.2","178","1995","biography, crime, drama","175791","1995-11-14","http://www.imdb.com/title/tt0112641/"
"46","tt0103939","Fri Jan 14 11:16:29 2011","Fri Jan 14 11:16:29 2011","","Chaplin","Feature Film","Richard Attenborough","7.4","143","1992","biography, drama","24613","1992-12-18","http://www.imdb.com/title/tt0103939/"
"47","tt1190539","Fri Jan 14 11:16:39 2011","Fri Jan 14 11:16:39 2011","","The Chaser","Feature Film","Hong-jin Na","7.9","125","2008","crime, drama, thriller","16014","2008-02-14","http://www.imdb.com/title/tt1190539/"
"48","tt0118849","Fri Jan 14 11:16:47 2011","Fri Jan 14 11:16:47 2011","","Children of Heaven","Feature Film","Majid Majidi","8.2","89","1997","drama","12965","1997-08","http://www.imdb.com/title/tt0118849/"
"49","tt0421715","Fri Jan 14 11:16:57 2011","Fri Jan 14 11:16:57 2011","","The Curious Case of Benjamin Button","Feature Film","David Fincher","7.8","166","2008","drama, fantasy, mystery, romance","248715","2008-12-10","http://www.imdb.com/title/tt0421715/"
"50","tt0090901","Fri Jan 14 11:17:09 2011","Fri Jan 14 11:17:09 2011","","Dancing in the Dark","Feature Film","Leon Marr","6.2","93","1986","drama","70","1986-09-25","http://www.imdb.com/title/tt0090901/"
"51","tt0838221","Fri Jan 14 11:17:21 2011","Fri Jan 14 11:17:21 2011","","The Darjeeling Limited","Feature Film","Wes Anderson","7.1","91","2007","adventure, comedy, drama","75299","2007-08","http://www.imdb.com/title/tt0838221/"
"52","tt0082096","Fri Jan 14 11:17:38 2011","Fri Jan 14 11:17:38 2011","","Das Boot","Feature Film","Wolfgang Petersen","8.5","149","1981","action, adventure, drama, history, war","99727","1981-09-17","http://www.imdb.com/title/tt0082096/"
"53","tt0169547","Fri Jan 14 15:47:36 2011","Fri Jan 14 15:47:36 2011","","American Beauty","Feature Film","Sam Mendes","8.5","122","1999","drama","454980","1999-09-08","http://www.imdb.com/title/tt0169547/"
"54","tt0317248","Fri Jan 14 15:47:44 2011","Fri Jan 14 15:47:44 2011","","City of God","Feature Film","Fernando Meirelles, Kátia Lund","8.7","130","2002","crime, drama","280006","2002-05-18","http://www.imdb.com/title/tt0317248/"
"55","tt0137523","Fri Jan 14 15:48:25 2011","Fri Jan 14 15:48:25 2011","","Fight Club","Feature Film","David Fincher","8.9","139","1999","drama","648764","1999-09-10","http://www.imdb.com/title/tt0137523/"
"56","tt0071562","Fri Jan 14 15:48:33 2011","Fri Jan 14 15:48:33 2011","","The Godfather: Part II","Feature Film","Francis Ford Coppola","9.1","200","1974","crime, drama","396628","1974-12-12","http://www.imdb.com/title/tt0071562/"
"57","tt0068646","Fri Jan 14 15:49:14 2011","Fri Jan 14 15:49:14 2011","","The Godfather","Feature Film","Francis Ford Coppola","9.2","175","1972","crime, drama","620220","1972-03-15","http://www.imdb.com/title/tt0068646/"
"58","tt0460791","Fri Jan 14 15:50:25 2011","Fri Jan 14 15:50:25 2011","","The Fall","Feature Film","Tarsem","7.9","117","2006","adventure, drama, fantasy","51881","2006-09-09","http://www.imdb.com/title/tt0460791/"
